Real distance; FV Distance
10; 13.9186622084341
10; 35.754071469314
10; 24.0842638998108
10; 30.9446453301445
10; 28.3373054498834
10; 16.5192344812024
10; 49.8393393934894
10; 9.65883637336919
10; 51.1743623216736
10; 10.185777799121
10; 21.0916475645414
10; 41.7066256539782
10; 8.69844122847952
10; 122.803210092558
10; 28.6548982220864
10; 128.082858354942
10; 6.04192999565899
10; 36.2640863116038
10; 23.2662291560477
10; 47.8677737788083
10; 26.4547389094994
10; 17.3352758508102
10; 25.2914215504668
10; 61.7155018399635
10; 12.6483785226532
10; 11.0834974140576
10; 69.0427486586338
10; 60.4962417730143
10; 1.36491995033824
10; 12.7877115195515
10; 20.0844312493074
10; 54.6551786322577
10; 106.167043512765
10; 9.4340884227368
10; 112.929058656257
10; 21.6609965946675
10; 4.98421536111397
10; 13.4653803139427
10; 5.86344038367708
10; 6.96828658400207
10; 31.0974799638408
10; 72.5837147905987
10; 76.0086994150926
10; 5.92378250030568
10; 32.7383458104846
10; 3.33102383563014
10; 17.6255434534192
10; 183.927219413774
10; 6.16284380374255
10; 73.7681960995382
10; 35.0484254612812
10; 5.69048034408623
10; 5.96038678809814
10; 7.65897867078353
10; 7.84579762655764
10; 0.0770231628139873
10; 13.5708190049578
10; 61.7470440926086
10; 11.7970083533559
10; 1.86934542821917
10; 9.23784984299577
10; 26.8792182735603
10; 22.6269816265571
10; 19.891689069997
10; 26.6690042895517
10; 2.62578443300151
10; 16.9626285195747
10; 48.4057935959239
10; 19.8488716437593
10; 9.97225271394137
10; 2.75274038711423
10; 12.1485184742135
10; 10.9153637757559
10; 44.0593909410527
10; 74.5876058947051
10; 2.5991965678467
10; 7.95744872973645
10; 27.0537082998981
10; 14.0842197508727
10; 198.309203514659
10; 46.3325163194162
10; 204.918301997911
10; 28.0851864944328
10; 3.19244673806422
10; 21.4600604913477
10; 432.70879801597
10; 59.7226417914783
10; 21.4234365019784
10; 425.65933505066
10; 40.5938699756759
10; 1.54146070076302
10; 21.3194109875607
10; 11.2272534996708
10; 71.435230486885
10; 42.6716568498709
10; 2.20332858726119
10; 2.09651315023897
10; 79.004698138733
10; 7.88006750680092
10; 44.1775159385619
10; 46.818995435146
10; 11.7179825403691
10; 4.44812597405266
10; 60.8490391429922
10; 2.35955963237413
10; 47.513498553003
10; 11.346112379633
10; 2.25897531564802
10; 93.8476702419785
10; 20.9238380458195
10; 27.2317103424933
10; 23.0113539221181
10; 1.70225318826314
10; 111.409208704635
10; 62.861648827761
10; 105.401120933489
10; 10.0330708239284
10; 74.3571419231852
10; 1.74213480022922
10; 29.3722434324999
10; 28.3097281031142
10; 1.93042571084876
10; 50.1588265084654
10; 24.4791964070818
10; 0.775417567247299
10; 7.98206335548559
10; 19.4076670137968
10; 104.107077656797
10; 8.81254961152223
10; 23.9063430712521
10; 8.02997194982482
10; 50.2100740051361
10; 78.7086860391167
10; 13.4003239062542
10; 87.1803833420171
10; 0.727958024682614
10; 9.06417037623536
10; 1.3765414396689
